RT title,imdb_title,year,length,budget,rating,votes,rlow,rmed,rhigh,mpaa_kid,mpaa_adult,Action,Animation,Comedy,Drama,Documentary,Romance,Short,cast1,cast2,cast3
Soul Food,Soul Food,1997,114,7500000,6.5,1166,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,Vanessa L. Williams,Vivica A. Fox,Nia Long
Soul Plane,Soul Plane,2004,92,16000000,3.2,2361,43.5,18.0,23.5,1,0,0,0,1,0,0,0,0,Kevin Hart,Tom Arnold,Method Man
Soul Survivors,Soul Survivors,2001,84,14000000,3.6,2305,53.5,38.0,13.5,1,0,0,0,0,0,0,0,0,Melissa Sagemiller,Casey Affleck,Wes Bentley
"South Park: Bigger, Longer and Uncut",South Park Bigger Longer  Uncut,1999,81,21000000,7.6,33188,13.5,28.0,63.5,1,0,0,1,1,0,0,0,0,Trey Parker,Matt Stone,Mary Kay Bergman
Space Cowboys,Space Cowboys,2000,130,65000000,6.4,11887,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Clint Eastwood,Tommy Lee Jones,Donald Sutherland
Space Jam,Space Jam,1996,87,80000000,5.2,7995,13.5,68.0,13.5,1,0,0,1,1,0,0,0,0,Michael Jordan,Charles Barkley,Wayne Knight
Space Truckers,Space Truckers,1996,95,25000000,4.5,1460,33.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Dennis Hopper,Stephen Dorff,Debi Mazar
Spaceballs,Spaceballs,1987,96,22700000,6.7,20054,13.5,48.0,43.5,1,0,0,0,1,0,0,0,0,Mel Brooks,John Candy,Rick Moranis
Spaced Invaders,Spaced Invaders,1990,100,3000000,4.5,612,23.5,38.0,23.5,1,0,0,0,1,0,0,0,0,Douglas Barr,Royal Dano,Ariana Richards
Spacehunter: Adventures in the Forbidden Zone,Spacehunter Adventures in the Forbidden Zone,1983,90,14400000,4.2,706,33.5,48.0,13.5,1,0,0,0,0,0,0,0,0,Peter Strauss,Molly Ringwald,Ernie Hudson
Spanglish,Spanglish,2004,130,80000000,6.7,4698,13.5,48.0,53.5,1,0,0,0,1,1,0,1,0,Adam Sandler,Tea Leoni,Paz Vega
Spanish Judges,Spanish Judges,1999,98,3500000,4.8,178,13.5,58.0,33.5,1,0,0,0,0,1,0,0,0,Vincent D'Onofrio,Valeria Golino,Sam Hiona
Spawn,Spawn,1997,98,40000000,4.6,7523,33.5,58.0,13.5,1,0,1,0,0,0,0,0,0,John Leguizamo,Michael Jai White,Martin Sheen
The Specialist,Specialist The,1994,110,45000000,4.7,6602,23.5,68.0,13.5,1,0,1,0,0,1,0,0,0,Sylvester Stallone,Sharon Stone,James Woods
Species,Species,1995,108,35000000,5.4,8963,13.5,68.0,13.5,1,0,1,0,0,1,0,0,0,Ben Kingsley,Michael Madsen,Alfred Molina
Speed,Speed,1994,116,28000000,7.1,32979,13.5,48.0,43.5,1,0,1,0,0,0,0,0,0,Keanu Reeves,Dennis Hopper,Sandra Bullock
Speed 2 - Cruise Control,Speed 2 Cruise Control,1997,121,110000000,3.3,13268,53.5,38.0,13.5,1,0,1,0,0,0,0,1,0,Sandra Bullock,Jason Patric,Willem Dafoe
Speedway Junky,Speedway Junky,1999,105,1000000,5.3,469,13.5,48.0,43.5,1,0,0,0,0,1,0,0,0,Jesse Bradford,Jordan Brower,Jonathan Taylor Thomas
Sphere,Sphere,1998,134,80000000,5.3,12990,13.5,68.0,13.5,1,0,0,0,0,0,0,0,0,Dustin Hoffman,Sharon Stone,Samuel L. Jackson
Sphinx,Sphinx,1981,118,14000000,4.5,204,23.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Lesley-Anne Down,Frank Langella,Maurice Ronet
Spice World,Spice World,1997,93,25000000,3,7710,53.5,18.0,23.5,1,0,0,0,1,0,0,0,0,Melanie Brown,Spice Girls,Emma Bunton
Spider-Man,Spider,2002,94,8000000,6.8,5193,13.5,48.0,43.5,1,0,0,0,0,1,0,0,0,Tobey Maguire,Willem Dafoe,Kirsten Dunst
Spider-Man,SpiderMan,2002,121,139000000,7.4,63228,13.5,48.0,53.5,1,0,1,0,0,0,0,0,0,Tobey Maguire,Willem Dafoe,Kirsten Dunst
The Amazing Spider-Man 2,SpiderMan 2,2004,127,200000000,7.9,40256,13.5,28.0,73.5,1,0,1,0,0,0,0,0,0,Andrew Garfield,Emma Stone,Jamie Foxx
Spiders,Spiders,2000,95,2000000,3.2,511,53.5,38.0,13.5,1,0,0,0,0,0,0,0,0,Lana Parrilla,Josh Greene,David Carpenter
Spies Like Us,Spies Like Us,1985,102,22000000,5.7,6434,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Chevy Chase,Dan Aykroyd,Steve Forrest
Spirit - Stallion of the Cimarron,Spirit Stallion of the Cimarron,2002,86,80000000,6.4,2738,13.5,48.0,33.5,1,0,0,1,0,0,0,0,0,Matt Damon,James Cromwell,Daniel Studi
The Spitfire Grill,Spitfire Grill The,1996,117,6000000,6.7,2245,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Alison Elliott,Ellen Burstyn,Marcia Gay Harden
Splash,Splash,1984,111,8000000,6.3,9428,13.5,68.0,23.5,1,0,0,0,1,0,0,1,0,Tom Hanks,Daryl Hannah,John Candy
Split Second,Split Second,1992,90,7000000,5.3,1120,13.5,48.0,33.5,1,0,1,0,0,0,0,0,0,Rutger Hauer,Kim Cattrall,Neil Duncan
The Spongebob Squarepants Movie,SpongeBob SquarePants Movie The,2004,90,30000000,6.5,2672,13.5,48.0,43.5,1,0,0,1,1,0,0,0,0,Tom Kenny,Bill Fagerbakke,Rodger Bumpass
Spook Who Sat By the Door,Spook,2003,93,1000000,8.3,7,0.0,24.5,63.5,1,0,0,0,0,0,0,0,0,Lawrence Cook,Jack Aaron,Elaine Aiken
Spring Fever,Spring Fever,1982,100,4300000,4.3,24,13.5,38.0,23.5,1,0,0,0,1,0,0,0,0,William Haines,George K. Arthur,George Fawcett
Spring Forward,Spring Forward,1999,110,2000000,7.1,307,13.5,28.0,63.5,1,0,0,0,0,1,0,0,0,Ned Beatty,Liev Schreiber,Campbell Scott
Spun,Spun,2002,106,2800000,6.2,3924,13.5,48.0,33.5,1,0,0,0,1,1,0,0,0,Jason Schwartzman,John Leguizamo,Mena Suvari
Spy Game,Spy Game,2001,126,92000000,7,16736,13.5,48.0,43.5,1,0,1,0,0,1,0,0,0,Robert Redford,Brad Pitt,Catherine McCormack
Spy Hard,Spy Hard,1996,81,18000000,4.5,4686,23.5,58.0,13.5,1,0,1,0,1,0,0,0,0,Leslie Nielsen,Nicollette Sheridan,Charles Durning
Spy Kids,Spy Kids,2001,88,35000000,6.2,7400,13.5,58.0,23.5,1,0,1,0,1,0,0,0,0,Antonio Banderas,Carla Gugino,Alexa Vega
Spy Kids 2: The Island of Lost Dreams,Spy Kids 2 Island of Lost Dreams,2002,99,39000000,5.8,3175,13.5,68.0,23.5,1,0,1,0,1,0,0,0,0,Antonio Banderas,Carla Gugino,Alexa Vega
Spy Kids 3-D - Game Over,Spy Kids 3D Game Over,2003,84,39000000,4.7,2597,23.5,58.0,13.5,1,0,1,0,1,0,0,0,0,Antonio Banderas,Carla Gugino,Alexa Vega
Stag,Stag,1997,91,3000000,5.5,305,13.5,48.0,23.5,1,0,1,0,0,1,0,0,0,Andrew McCarthy,John Stockwell,Kevin Dillon
Stand by Me,Stand by Me,1986,89,8000000,8,30805,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Wil Wheaton,River Phoenix,Corey Feldman
Star Kid,Star Kid,1997,101,12000000,5,269,23.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Joseph Mazzello,Joey Simmrin,Alex Daniels
Star Trek III - The Search for Spock,Star Trek III The Search for Spock,1984,105,17000000,6.2,9808,13.5,68.0,23.5,1,0,1,0,0,0,0,0,0,William Shatner,Leonard Nimoy,DeForest Kelley
Star Trek IV - The Voyage Home,Star Trek IV The Voyage Home,1986,136,25000000,7.1,11647,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,William Shatner,Leonard Nimoy,DeForest Kelley
Star Trek V - The Final Frontier,Star Trek V The Final Frontier,1989,107,27800000,4.8,9215,23.5,68.0,13.5,1,0,1,0,0,0,0,0,0,William Shatner,Leonard Nimoy,DeForest Kelley
Star Trek VI - The Undiscovered Country,Star Trek VI The Undiscovered Country,1991,113,30000000,6.9,10367,13.5,48.0,53.5,1,0,1,0,0,0,0,0,0,William Shatner,Leonard Nimoy,DeForest Kelley
Star Trek - First Contact,Star Trek First Contact,1996,106,45000000,7.3,25046,13.5,28.0,63.5,1,0,1,0,0,0,0,0,0,Patrick Stewart,Jonathan Frakes,Brent Spiner
Star Trek Generations,Star Trek Generations,1994,118,35000000,6.2,12651,13.5,68.0,23.5,1,0,1,0,0,1,0,0,0,Patrick Stewart,William Shatner,Malcolm McDowell
Star Trek - Insurrection,Star Trek Insurrection,1998,103,58000000,6.3,13395,13.5,58.0,23.5,1,0,1,0,0,1,0,1,0,Patrick Stewart,Jonathan Frakes,Brent Spiner
Star Trek - Nemesis,Star Trek Nemesis,2002,116,70000000,6.5,11785,13.5,48.0,33.5,1,0,1,0,0,1,0,0,0,Patrick Stewart,Brent Spiner,LeVar Burton
Star Trek II - The Wrath of Khan,Star Trek The Wrath of Khan,1982,116,11000000,7.6,16333,13.5,28.0,53.5,1,0,1,0,0,0,0,0,0,William Shatner,Leonard Nimoy,DeForest Kelley
Star Wars: Episode I - The Phantom Menace,Star Wars Episode I  The Phantom Menace,1999,133,115000000,6.4,84488,13.5,38.0,33.5,1,0,1,0,0,0,0,0,0,Ewan McGregor,Liam Neeson,Natalie Portman
Star Wars: Episode II - Attack of the Clones 3D,Star Wars Episode II  Attack of the Clones,2002,120,120000000,7,63889,13.5,38.0,43.5,1,0,1,0,0,0,0,0,0,Ewan McGregor,Natalie Portman,Hayden Christensen
Star Wars: Episode V - The Empire Strikes Back,Star Wars Episode V  The Empire Strikes Back,1980,129,18000000,8.8,103706,13.5,18.0,83.5,1,0,1,0,0,0,0,0,0,Mark Hamill,Harrison Ford,Carrie Fisher
Star Wars: Episode VI - Return of the Jedi,Star Wars Episode VI  Return of the Jedi,1983,135,32500000,8.1,82471,13.5,28.0,73.5,1,0,1,0,0,0,0,0,0,Mark Hamill,Harrison Ford,Carrie Fisher
Stardust Memories,Stardust Memories,1980,91,10000000,6.8,2148,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,Woody Allen,Charlotte Rampling,Marie-Christine Barrault
Stargate,Stargate,1994,130,55000000,6.4,17520,13.5,48.0,23.5,1,0,1,0,0,0,0,0,0,Kurt Russell,James Spader,Jaye Davidson
Stark Raving Mad,Stark Raving Mad,2002,102,5000000,6.2,601,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,Seann William Scott,Lou Diamond Phillips,Adam Arkin
Starkweather,Starkweather,2004,92,1000000,4.6,89,23.5,38.0,33.5,1,0,0,0,0,1,0,0,0,Brent Taylor,Shannon Lucio,Al Sapienza
Starman,Starman,1984,115,24000000,6.8,5541,13.5,48.0,33.5,1,0,0,0,0,1,0,1,0,Jeff Bridges,Karen Allen,Charles Martin Smith
Starship Troopers,Starship Troopers,1997,129,95000000,6.7,32618,13.5,38.0,53.5,1,0,1,0,0,0,0,0,0,Casper Van Dien,Dina Meyer,Denise Richards
Starsky & Hutch,Starsky  Hutch,2004,101,60000000,6.3,13529,13.5,68.0,23.5,1,0,1,0,1,0,0,0,0,Ben Stiller,Owen Wilson,Snoop Dogg
The Statement,Statement The,2003,120,23000000,6.1,710,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Michael Caine,Tilda Swinton,Jeremy Northam
Stateside,Stateside,2004,97,16000000,5.4,247,13.5,68.0,13.5,1,0,0,0,0,1,0,0,0,Rachael Leigh Cook,Jonathan Tucker,Agnes Bruckner
The State Counsellor (Statskiy Sovetnik),Statski sovetnik,2005,208,4000000,7,64,9.0,28.0,63.5,1,0,0,0,0,1,0,0,0,Oleg Menshikov,Nikita Mikhalkov,Konstantin Khabenskiy
Steal Big Steal Little,Steal Big Steal Little,1995,135,35000000,4.6,263,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Andy Garcia,Alan Arkin,Rachel Ticotin
Stealing Harvard,Stealing Harvard,2002,82,25000000,4.7,2547,13.5,58.0,13.5,1,0,0,0,1,1,0,0,0,Seymour Cassel,Dennis Farina,Richard Jenkins
Steamboy,Steamboy,2004,126,20000000,6.6,529,13.5,48.0,33.5,1,0,1,1,0,1,0,0,0,Anne Suzuki,Manami Konishi,Katsuo Nakamura
Steaming,Steaming,1985,102,3000000,5,58,9.0,58.0,23.5,1,0,0,0,0,1,0,0,0,Vanessa Redgrave,Sarah Miles,Diana Dors
Man of Steel,Steel,1997,97,16000000,2.6,1607,73.5,18.0,13.5,1,0,1,0,0,0,0,0,0,Henry Cavill,Amy Adams,Michael Shannon
The Stepford Wives,Stepford Wives The,2004,93,90000000,5.3,7773,13.5,68.0,13.5,1,0,0,0,1,1,0,0,0,Nicole Kidman,Matthew Broderick,Bette Midler
Stepmom,Stepmom,1998,124,50000000,6.1,7470,13.5,58.0,23.5,1,0,0,0,1,1,0,0,0,Julia Roberts,Susan Sarandon,Ed Harris
Stigmata,Stigmata,1999,103,32000000,6,14062,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Patricia Arquette,Gabriel Byrne,Jonathan Pryce
Stir of Echoes,Stir of Echoes,1999,99,13000000,7,11433,13.5,58.0,43.5,1,0,0,0,0,0,0,0,0,Kevin Bacon,Kathryn Erbe,Illeana Douglas
Stolen Summer,Stolen Summer,2002,91,1500000,6.2,801,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Aidan Quinn,Bonnie Hunt,Kevin Pollak
The Story of Us,Story of Us The,1999,95,50000000,5.6,4953,13.5,58.0,23.5,1,0,0,0,1,1,0,1,0,Bruce Willis,Michelle Pfeiffer,Tim Matheson
The Straight Story,Straight Story The,1999,112,10000000,8.1,14679,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Richard Farnsworth,Sissy Spacek,Harry Dean Stanton
Straight to Hell,Straight to Hell,1987,86,1000000,4.9,464,23.5,28.0,43.5,1,0,0,0,1,0,0,0,0,Sy Richardson,Joe Strummer,Dick Rude
Strange Days,Strange Days,1995,145,42000000,6.9,11869,13.5,48.0,53.5,1,0,1,0,0,1,0,0,0,Ralph Fiennes,Angela Bassett,Juliette Lewis
StrangeLand,Strangeland,1998,92,2000000,4.4,1179,23.5,38.0,23.5,1,0,0,0,0,0,0,0,0,Dee Snider,Kevin Gage,Brett Harrelson
Streets of Fire,Streets of Fire,1984,93,14500000,6.2,1860,13.5,48.0,43.5,1,0,1,0,0,0,0,1,0,Michael Pare,Diane Lane,Rick Moranis
Stripes,Stripes,1981,106,10000000,6.8,7406,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,Bill Murray,Harold Ramis,Warren Oates
Striptease,Striptease,1996,117,50000000,3.8,7998,43.5,48.0,13.5,1,0,0,0,1,1,0,0,0,Demi Moore,Burt Reynolds,Armand Assante
Stuart Little,Stuart Little,1999,81,103000000,6,8009,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Michael J. Fox,Gene Wilder,Hugh Laurie
Stuart Little 2,Stuart Little 2,2002,82,120000000,5.9,2324,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Michael J. Fox,Geena Davis,Hugh Laurie
The Stupids,Stupids The,1996,94,25000000,3.7,1503,43.5,18.0,23.5,1,0,0,0,1,0,0,0,0,Tom Arnold,Jessica Lundy,Bug Hall
Sub Down,Sub Down,1997,93,17000000,4.4,322,23.5,58.0,13.5,1,0,0,0,0,1,0,0,0,Stephen Baldwin,Gabrielle Anwar,Tom Conti
Subterra (Sub terra),Sub terra,2003,105,1200000,7,56,4.5,48.0,43.5,1,0,0,0,0,1,0,1,0,Francisco Reyes,Paulina Galvez,Ernesto Malbran
SubUrbia,Suburbia,1984,94,1000000,6.8,481,13.5,28.0,63.5,1,0,0,0,0,0,0,0,0,Jayce Bartok,Amie Carey,Nicky Katt
Sugar & Spice,Sugar  Spice,2001,84,11000000,5.3,2901,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Marley Shelton,James Marsden,Mena Suvari
Suicide Kings,Suicide Kings,1997,106,5000000,7,6117,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,Christopher Walken,Denis Leary,Henry Thomas
The Sum of All Fears,Sum of All Fears The,2002,123,68000000,6.6,15835,13.5,48.0,23.5,1,0,1,0,0,1,0,0,0,Ben Affleck,Morgan Freeman,James Cromwell
Sumas y restas (Addictions and Subtractions),Sumas y restas,2004,109,1500000,6,12,9.0,48.0,13.5,1,0,0,0,0,1,0,0,0,Maria Isabel Gaviria,Fredy York Monsalve,Fabio Restrepo
Summer Catch,Summer Catch,2001,105,17000000,4.5,2581,23.5,58.0,13.5,1,0,0,0,1,0,0,1,0,Freddie Prinze Jr.,Jessica Biel,Fred Ward
Summer of Sam,Summer of Sam,1999,142,22000000,6.5,8151,13.5,48.0,23.5,1,0,0,0,0,1,0,1,0,John Leguizamo,Adrien Brody,Mira Sorvino
Sunshine State,Sunshine State,2002,141,5600000,7,1481,13.5,48.0,43.5,1,0,0,0,0,1,0,0,0,Edie Falco,Angela Bassett,Jane Alexander
The Super Mario Bros.,Super Mario Bros,1993,104,42000000,3.6,5376,43.5,38.0,23.5,1,0,1,0,1,0,0,0,0,Bob Hoskins,John Leguizamo,Dennis Hopper
Super Troopers,Super Troopers,2001,100,3000000,6.3,7728,13.5,38.0,53.5,1,0,0,0,1,0,0,0,0,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme
Supergirl,Supergirl,1984,150,35000000,3.9,2490,43.5,48.0,13.5,1,0,1,0,0,0,0,0,0,Faye Dunaway,Helen Slater,Peter O'Toole
Superman II,Superman II,1980,127,54000000,6.5,10085,13.5,58.0,23.5,1,0,1,0,0,0,0,0,0,Christopher Reeve,Gene Hackman,Margot Kidder
Superstar,Superstar,1999,81,14000000,4.5,2880,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Molly Shannon,Will Ferrell,Elaine Hendrix
Surviving Picasso,Surviving Picasso,1996,125,16000000,6.1,1139,13.5,68.0,23.5,1,0,0,0,0,1,0,1,0,Anthony Hopkins,Natascha McElhone,Julianne Moore
Suspect Zero,Suspect Zero,2004,99,27000000,5.7,1310,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Aaron Eckhart,Ben Kingsley,Carrie-Anne Moss
Suspended Animation,Suspended Animation,2001,114,1900000,5.2,82,23.5,38.0,23.5,1,0,0,0,0,0,0,0,0,Sage Allen,Laura Esterman,J.E. Freeman
Svoi (Our Own),Svoi,2004,111,2500000,8.4,97,4.5,28.0,73.5,1,0,1,0,0,1,0,0,0,Bogdan Stupka,Konstantin Khabensky,Sergei Garmash
Swamp Thing,Swamp Thing,1982,91,3000000,5,1179,23.5,78.0,13.5,1,0,0,0,0,0,0,0,0,Louis Jourdan,Adrienne Barbeau,Ray Wise
Sweepers,Sweepers,1999,93,12500000,3.9,276,43.5,38.0,13.5,1,0,1,0,0,0,0,0,0,Dolph Lundgren,Claire Stansfield,Bruce Payne
Sweet Home Alabama,Sweet Home Alabama,2002,108,38000000,5.8,9943,13.5,68.0,23.5,1,0,0,0,1,1,0,1,0,Reese Witherspoon,Josh Lucas,Patrick Dempsey
Sweet November,Sweet November,2001,115,40000000,5.5,5458,13.5,48.0,23.5,1,0,0,0,1,1,0,1,0,Keanu Reeves,Charlize Theron,Jason Isaacs
The Sweetest Thing,Sweetest Thing The,2002,90,43000000,4.7,8284,33.5,58.0,13.5,1,0,0,0,1,0,0,1,0,Cameron Diaz,Christina Applegate,Selma Blair
Swept Away,Swept Away,2002,89,10000000,3.8,2113,53.5,18.0,23.5,1,0,0,0,1,0,0,1,0,Madonna,Adriano Giannini,Jeanne Tripplehorn
Swimfan,Swimfan,2002,85,8500000,4.5,3863,33.5,48.0,13.5,1,0,0,0,0,1,0,0,0,Jesse Bradford,Erika Christensen,Shiri Appleby
Shiri,Swiri,1999,125,5000000,6.6,1704,13.5,48.0,43.5,1,0,1,0,0,0,0,1,0,Suk-kyu Han,Choe Min-sik,Song Kang-ho
Switchback,Switchback,1997,118,38000000,6.1,2195,13.5,68.0,23.5,1,0,1,0,0,0,0,0,0,Dennis Quaid,Danny Glover,Jared Leto
Swordfish,Swordfish,2001,99,80000000,6.2,20455,13.5,58.0,23.5,1,0,1,0,0,0,0,0,0,John Travolta,Hugh Jackman,Halle Berry
Tai yang zhi zi (Prince of the Sun),Tai yang zhi zi,1990,84,35000000,4.8,24,19.0,48.0,33.5,1,0,1,0,0,0,0,0,0,Cynthia Rothrock,Conan Lee,Ching-Ying Lam
The Tailor of Panama,Tailor of Panama The,2001,109,18000000,6.1,5997,13.5,68.0,23.5,1,0,0,0,1,1,0,0,0,Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis
Tale of the Mummy,Tale of the Mummy,1998,119,8000000,3.7,570,43.5,38.0,13.5,1,0,0,0,0,0,0,0,0,Jason Scott Lee,Louise Lombard,Christopher Lee
The Talented Mr. Ripley,Talented Mr Ripley The,1999,139,40000000,7,25974,13.5,48.0,43.5,1,0,0,0,0,1,0,0,0,Matt Damon,Gwyneth Paltrow,Jude Law
Tales from the Hood,Tales from the Hood,1995,98,6000000,5.1,548,13.5,58.0,33.5,1,0,1,0,0,0,0,0,0,Clarence Williams III,Corbin Bernsen,Joe Torry
Talk Radio,Talk Radio,1988,110,4000000,6.9,2080,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Eric Bogosian,Alec Baldwin,Ellen Greene
Tall Tale: The Unbelievable Adventures of Pecos Bill,Tall Tale,1995,98,32000000,4.8,383,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Patrick Swayze,Oliver Platt,Roger Aaron Brown
Tango & Cash,Tango  Cash,1989,104,55000000,5.4,7657,13.5,68.0,13.5,1,0,1,0,1,0,0,0,0,Sylvester Stallone,Kurt Russell,Teri Hatcher
Tank Girl,Tank Girl,1995,104,25000000,4.6,4400,13.5,48.0,33.5,1,0,1,0,1,0,0,0,0,Lori Petty,Malcolm McDowell,Ice-T
Tart,Tart,2001,94,3300000,4.6,714,13.5,58.0,13.5,1,0,0,0,0,1,0,0,0,Dominique Swain,Brad Renfro,Bijou Phillips
Tarzan,Tarzan,1999,88,150000000,7.1,10672,13.5,48.0,53.5,1,0,0,1,0,0,0,0,0,Alexander Skarsgard,Margot Robbie,Samuel L. Jackson
Tarzan and the Lost City,Tarzan and the Lost City,1998,83,20000000,3.6,510,53.5,38.0,13.5,1,0,1,0,0,0,0,0,0,Casper Van Dien,Jane March,Steven Waddington
Tea With Mussolini,Tea with Mussolini,1999,117,12000000,6.7,2711,13.5,48.0,53.5,1,0,0,0,1,1,0,0,0,Cher,Judi Dench,Joan Plowright
Teacher's Pet,Teachers Pet,2004,74,10000000,5.6,218,23.5,48.0,23.5,1,0,0,1,1,0,0,0,0,Clark Gable,Doris Day,Gig Young
Teaching Mrs. Tingle,Teaching Mrs Tingle,1999,96,13000000,5,5244,13.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Helen Mirren,Katie Holmes,Jeffrey Tambor
Team America - World Police,Team America World Police,2004,98,30000000,7.3,13104,13.5,28.0,63.5,1,0,1,0,1,0,0,0,0,Trey Parker,Matt Stone,Kristen Miller
Tears of the Sun,Tears of the Sun,2003,121,70000000,6.2,8690,13.5,58.0,23.5,1,0,1,0,0,1,0,0,0,Bruce Willis,Monica Bellucci,Cole Hauser
Ted Bundy,Ted Bundy,2002,99,1200000,5.2,852,13.5,48.0,23.5,1,0,0,0,0,1,0,0,0,Michael Reilly Burke,Boti Ann Bliss,Stefani Brass
Teen Wolf Too,Teen Wolf Too,1987,95,3000000,2.7,2209,73.5,28.0,13.5,1,0,0,0,1,0,0,0,0,Jason Bateman,Kim Darby,John Astin
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1990,93,13500000,5.5,6946,13.5,48.0,33.5,1,0,1,0,0,0,0,0,0,Megan Fox,Alan Ritchson,Pete Ploszek
Teenage Mutant Ninja Turtles II - The Secret of the Ooze,Teenage Mutant Ninja Turtles II The Secret of the Ooze,1991,88,25000000,4.6,3429,13.5,58.0,13.5,1,0,1,0,0,0,0,0,0,Paige Turco,David Warner,Ernie Reyes Jr.
Tell Me That You Love Me,Tell Me That You Love Me,1983,91,1000000,3.4,5,24.5,49.0,44.5,1,0,0,0,1,1,0,0,0,Robert Costanzo,Lisa Hartman,Chris Lemmon
Telling Lies In America,Telling Lies in America,1997,101,4000000,6.4,646,13.5,58.0,33.5,1,0,0,0,0,1,0,0,0,Kevin Bacon,Brad Renfro,Maximilian Schell
Ten To Chi To (Heaven and Earth),Ten to Chi to,1990,215,42000000,6.4,240,9.0,38.0,53.5,1,0,1,0,0,1,0,0,0,Takaai Enoki,Masahiko Tsugawa,Atsuko Asano
Terminal Choice,Terminal Choice,1985,93,3900000,5.1,69,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Joe Spano,Diane Venora,David McCallum
Terminator 2: Judgment Day,Terminator 2 Judgment Day,1991,154,100000000,8.2,77614,13.5,28.0,73.5,1,0,1,0,0,1,0,0,0,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong
Terminator 3 - Rise of the Machines,Terminator 3 Rise of the Machines,2003,109,175000000,6.9,32111,13.5,48.0,43.5,1,0,1,0,0,0,0,0,0,Arnold Schwarzenegger,Nick Stahl,Claire Danes
The Terminator,Terminator The,1984,108,6400000,7.9,59772,13.5,38.0,53.5,1,0,1,0,0,1,0,1,0,Arnold Schwarzenegger,Michael Biehn,Linda Hamilton
Terror Tract,Terror Tract,2000,96,11000000,5.6,281,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,John Ritter,Bryan Cranston,Carmine Giovinazzo
Terror Train,Terror Train,1980,97,3500000,5.2,567,13.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Ben Johnson,Jamie Lee Curtis,Hart Bochner
The Texas Chainsaw Massacre 2,Texas Chainsaw Massacre 2 The,1986,111,4700000,4.6,2107,23.5,48.0,23.5,1,0,0,0,0,0,0,0,0,Dennis Hopper,Caroline Williams,Bill Johnson
Texas Chainsaw Massacre: The Beginning,Texas Chainsaw Massacre The,2003,98,9200000,5.9,9587,13.5,48.0,33.5,1,0,1,0,0,0,0,0,0,Jordana Brewster,Taylor Handley,Diora Baird
Texas Rangers,Texas Rangers,2001,86,38000000,5.1,945,23.5,58.0,13.5,1,0,0,0,0,1,0,0,0,James Van Der Beek,Dylan McDermott,Usher Raymond
Thank God He Met Lizzie (The Wedding Party),Thank God He Met Lizzie,1997,91,2500000,5.9,196,13.5,48.0,33.5,1,0,0,0,1,0,0,1,0,Richard Roxburgh,Cate Blanchett,Frances O'Connor
That Thing You Do!,That Thing You Do,1996,108,2500000,6.6,11701,13.5,48.0,33.5,1,0,0,0,1,1,0,0,0,Tom Everett Scott,Liv Tyler,Johnathon Schaech
"Thelma, Louise et Chantal",Thelma  Louise,1991,129,16500000,7.3,18075,13.5,48.0,53.5,1,0,1,0,0,1,0,0,0,Jane Birkin,Catherine Jacob,Caroline Cellier
Theodore Rex,Theodore Rex,1995,92,33000000,2.2,567,64.5,18.0,13.5,1,0,0,0,1,0,0,0,0,Whoopi Goldberg,Armin Mueller-Stahl,Juliet Landau
There Goes My Baby,There Goes My Baby,1994,110,10500000,6.1,253,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,Dermot Mulroney,Rick Schroder,Kelli Williams
