RT_title,mpaa_kid,mpaa_adult,cast1,cast2,cast3,imdb_title,year,length,budget,imdb_rating,imdb_votes,rlow,rmed,rhigh,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Shakes the Clown,1,0,Bobcat Goldthwait,Julie Brown,Tom Kenny,Shakes the Clown,1992,87,1400000,5.5,838,13.5,38.0,43.5,0,0,1,0,0,0,0
Shakespeare in Love,1,0,Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush,Shakespeare in Love,1998,122,25000000,7.5,41999,13.5,28.0,53.5,0,0,1,1,0,1,0
Shall We Dance,1,0,Richard Gere,Jennifer Lopez,Susan Sarandon,Shall We Dance,2004,106,40000000,6,3479,13.5,48.0,33.5,0,0,1,1,0,1,0
Shallow Grave,1,0,Kerry Fox,Christopher Eccleston,Ewan McGregor,Shallow Grave,1994,93,2500000,7.4,9401,13.5,38.0,63.5,0,0,0,1,0,0,0
Shallow Hal,1,0,Gwyneth Paltrow,Jack Black,Jason Alexander,Shallow Hal,2001,113,40000000,6.1,13217,13.5,68.0,23.5,0,0,1,1,0,1,0
Shampoo Horns,1,0,[],[],[],Shampoo Horns,1998,89,2500000,4.3,21,29.0,28.0,19.0,0,0,0,1,0,0,0
Shanghai Knights,1,0,Jackie Chan,Owen Wilson,Aaron Taylor-Johnson,Shanghai Knights,2003,114,50000000,6.3,7279,13.5,68.0,23.5,1,0,1,0,0,0,0
Shanghai Noon,1,0,Jackie Chan,Owen Wilson,Lucy Liu,Shanghai Noon,2000,110,55000000,6.7,12258,13.5,58.0,33.5,1,0,1,0,0,0,0
Shanghai Surprise,1,0,Sean Penn,Madonna,Paul Freeman,Shanghai Surprise,1986,97,17000000,2.8,836,63.5,28.0,13.5,0,0,0,1,0,1,0
The Shape Of Things,1,0,Gretchen Mol,Paul Rudd,Rachel Weisz,Shape of Things The,2003,96,4000000,6.9,1816,13.5,48.0,43.5,0,0,0,1,0,0,0
Shark Tale,1,0,Will Smith,Robert De Niro,Renee Zellweger,Shark Tale,2004,90,75000000,5.9,7819,13.5,68.0,23.5,1,1,1,0,0,0,0
Shattered Glass,1,0,Hayden Christensen,Peter Sarsgaard,Chloe Sevigny,Shattered Glass,2003,95,6000000,7.5,4108,13.5,38.0,63.5,0,0,0,1,0,0,0
Shaun of the Dead,1,0,Simon Pegg,Kate Ashfield,Nick Frost,Shaun of the Dead,2004,99,4000000,7.9,18685,13.5,28.0,83.5,0,0,1,0,0,0,0
The Shawshank Redemption,1,0,Tim Robbins,Morgan Freeman,Bob Gunton,Shawshank Redemption The,1994,142,25000000,9.1,149494,13.5,18.0,84.5,0,0,0,1,0,0,0
She's All That,1,0,Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard,Shes All That,1999,95,10000000,5.5,13070,13.5,48.0,23.5,0,0,1,0,0,1,0
She's So Lovely,1,0,Sean Penn,Robin Wright,John Travolta,Shes So Lovely,1997,100,18000000,5.7,2280,13.5,48.0,23.5,0,0,1,1,0,1,0
She's the One,1,0,Jennifer Aniston,Maxine Bahns,Edward Burns,Shes the One,1996,96,3500000,6,3779,13.5,68.0,23.5,0,0,1,0,0,1,0
Sheena,1,0,Tanya Roberts,Ted Wass,Donovan Scott,Sheena,1984,117,25000000,4,618,43.5,48.0,13.5,1,0,0,1,0,0,0
Shelter Island,1,0,Ally Sheedy,Patsy Kensit,Stephen Baldwin,Shelter Island,2003,82,5000000,3.9,191,43.5,38.0,13.5,0,0,0,0,0,0,0
Shine,1,0,Armin Mueller-Stahl,Noah Taylor,Geoffrey Rush,Shine,1996,105,5500000,7.6,12425,13.5,28.0,53.5,0,0,0,1,0,1,0
The Shining,1,0,Jack Nicholson,Shelley Duvall,Danny Lloyd,Shining The,1980,146,19000000,8.3,50908,13.5,28.0,73.5,0,0,0,0,0,0,0
The Shipping News,1,0,Kevin Spacey,Julianne Moore,Cate Blanchett,Shipping News The,2001,111,35000000,6.9,7695,13.5,48.0,43.5,0,0,0,1,0,1,0
Shock Treatment,1,0,Cliff De Young,Richard O'Brien,Patricia Quinn,Shock Treatment,1981,94,3500000,4.5,572,23.5,18.0,43.5,0,0,1,0,0,0,0
Shooting Fish,1,0,Dan Futterman,Stuart Townsend,Kate Beckinsale,Shooting Fish,1997,103,3000000,6.6,2701,13.5,48.0,43.5,0,0,1,0,0,1,0
A Shot At Glory,1,0,Robert Duvall,Michael Keaton,Brian Cox,Shot at Glory A,2000,114,9000000,6.3,286,13.5,58.0,33.5,0,0,0,1,0,0,0
Showgirls,1,0,Elizabeth Berkley,Gina Gershon,Kyle MacLachlan,Showgirls,1995,131,45000000,3.8,11483,53.5,38.0,13.5,0,0,0,1,0,0,0
Showtime,1,0,Robert De Niro,Eddie Murphy,Rene Russo,Showtime,2002,96,85000000,5.5,7689,13.5,68.0,13.5,1,0,1,0,0,0,0
Shrek,1,0,Mike Myers,Eddie Murphy,Cameron Diaz,Shrek,2001,90,60000000,8,65146,13.5,28.0,73.5,0,1,1,0,0,1,0
Shrek 2,1,0,Mike Myers,Eddie Murphy,Cameron Diaz,Shrek 2,2004,92,75000000,7.8,27236,13.5,28.0,53.5,0,1,1,0,0,0,0
The Shrink is In,1,0,Courteney Cox,David Arquette,David James Elliott,Shrink Is In The,2001,87,6000000,4.9,319,13.5,48.0,23.5,0,0,1,0,0,1,0
Sibirskiy tsiryulnik (The Barber of Siberia),1,0,Oleg Menshikov,Julia Ormond,Richard Harris,Sibirskiy tsiryulnik,1998,275,35000000,7.1,1254,13.5,28.0,63.5,0,0,0,1,0,1,0
Sid & Nancy,1,0,Gary Oldman,Chloe Webb,David Hayman,Sid and Nancy,1986,110,4000000,7,3057,13.5,48.0,53.5,0,0,0,1,0,0,0
Sidewalks of New York,1,0,Edward Burns,Rosario Dawson,Dennis Farina,Sidewalks of New York,2001,108,1000000,6.5,1998,13.5,58.0,33.5,0,0,1,0,0,1,0
Sideways,1,0,Paul Giamatti,Thomas Haden Church,Virginia Madsen,Sideways,2004,123,16000000,8,17051,13.5,28.0,73.5,0,0,1,1,0,0,0
The Siege,1,0,Denzel Washington,Annette Bening,Bruce Willis,Siege The,1998,116,70000000,5.9,9725,13.5,68.0,23.5,1,0,0,1,0,0,0
Signs,1,0,Mel Gibson,Joaquin Phoenix,Cherry Jones,Signs,2002,108,72000000,7.1,40285,13.5,38.0,53.5,0,0,0,1,0,0,0
The Silence of the Lambs,1,0,Jodie Foster,Anthony Hopkins,Scott Glenn,Silence of the Lambs The,1991,118,19000000,8.5,92060,13.5,28.0,73.5,0,0,0,0,0,0,0
Silent Cry,1,0,Emily Woof,Douglas Henshall,Clive Russell,Silent Cry,2002,85,4500000,3.7,39,23.5,28.0,43.5,0,0,0,1,0,0,0
Silent Trigger,1,0,Dolph Lundgren,Gina Bellman,Conrad Dunn,Silent Trigger,1996,90,15000000,4.7,432,23.5,58.0,23.5,1,0,0,1,0,0,0
Il Silenzio dei prosciutti (The Silence of the Hams),1,0,Ezio Greggio,Dom DeLuise,Billy Zane,Silenzio dei prosciutti Il,1994,81,3000000,3.4,847,43.5,18.0,23.5,0,0,1,0,0,0,0
Silmido,1,0,Seol Gyeong-gu,Ahn Sung-ki,Jun-ho Heo,Silmido,2003,135,8000000,7.1,409,13.5,48.0,63.5,1,0,0,1,0,0,0
Silver Bullet,1,0,Gary Busey,Corey Haim,Megan Follows,Silver Bullet,1985,95,7000000,5.6,2000,13.5,68.0,23.5,0,0,0,0,0,0,0
Silverado,1,0,Kevin Kline,Scott Glenn,Kevin Costner,Silverado,1985,127,26000000,7,6118,13.5,48.0,53.5,1,0,0,1,0,0,0
Simon Birch,1,0,Ian Michael Smith,Joseph Mazzello,Ashley Judd,Simon Birch,1998,113,20000000,6.8,4612,13.5,48.0,53.5,0,0,1,1,0,0,0
Deserter,1,0,Paul Fox,Tom Hardy,Kate Maberly,Simon An English Legionnaire,2002,90,3500000,5.7,44,9.0,48.0,43.5,0,0,0,1,0,0,0
A Simple Plan,1,0,Bill Paxton,Billy Bob Thornton,Brent Briscoe,Simple Plan A,1998,121,17000000,7.6,15398,13.5,38.0,53.5,0,0,0,1,0,0,0
A Simple Wish,1,0,Martin Short,Mara Wilson,Robert Pastorelli,Simple Wish A,1997,89,28000000,5,423,13.5,58.0,13.5,0,0,1,0,0,0,0
Simply Irresistible,1,0,Sarah Michelle Gellar,Sean Patrick Flanery,Patricia Clarkson,Simply Irresistible,1999,94,6000000,4.7,3083,23.5,58.0,23.5,0,0,1,0,0,1,0
Sin City,1,0,Jessica Alba,Devon Aoki,Alexis Bledel,Sin City,2005,124,45500000,8.3,23473,13.5,18.0,84.5,1,0,0,0,0,0,0
Sinbad - Legend of the Seven Seas,1,0,Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,Sinbad Legend of the Seven Seas,2003,86,60000000,6.5,2340,13.5,58.0,23.5,0,1,0,0,0,0,0
La sindrome di Stendhal (The Stendhal Syndrome),1,0,Asia Argento,Paolo Bonacelli,Luigi Diberti,Sindrome di Stendhal La,1996,113,3800000,5.8,972,13.5,48.0,33.5,0,0,0,0,0,0,0
The Singing Detective,1,0,Robert Downey Jr.,Robin Wright,Mel Gibson,Singing Detective The,2003,109,10000000,5.3,1184,13.5,48.0,33.5,0,0,1,1,0,0,0
"Six Days, Seven Nights",1,0,Harrison Ford,Anne Heche,David Schwimmer,Six Days Seven Nights,1998,101,70000000,5.6,11112,13.5,78.0,13.5,1,0,1,0,0,1,0
Six-String Samurai,1,0,Jeffrey Falcon,Justin Mcguire,Stephane Gauger,SixString Samurai,1998,91,2000000,6.2,1163,13.5,28.0,53.5,1,0,0,0,0,0,0
Sixteen Candles,1,0,Molly Ringwald,Anthony Michael Hall,Michael Schoeffling,Sixteen Candles,1984,93,6500000,6.9,8690,13.5,48.0,53.5,0,0,1,0,0,1,0
The Sixth Sense,1,0,Bruce Willis,Haley Joel Osment,Toni Collette,Sixth Sense The,1999,107,55000000,8.2,96987,13.5,28.0,73.5,0,0,0,1,0,0,0
Skeletons,1,0,Ron Silver,Christopher Plummer,James Coburn,Skeletons,1996,87,2200000,5.3,122,13.5,48.0,13.5,0,0,0,1,0,0,0
Skeletons In The Closet,1,0,Treat Williams,Linda Hamilton,Jonathan Jackson,Skeletons in the Closet,2000,86,1500000,5.4,239,13.5,38.0,33.5,0,0,0,1,0,0,0
The Skulls,1,0,Joshua Jackson,Paul Walker,Hill Harper,Skulls The,2000,106,15000000,5.3,6530,13.5,68.0,13.5,0,0,0,1,0,0,0
Sky Bandits,1,0,Scott McGinnis,Jeff Osterhage,Ronald Lacey,Sky Bandits,1986,95,18000000,3.8,29,33.5,28.0,39.0,1,0,0,0,0,0,0
Sky Captain and the World of Tomorrow,1,0,Gwyneth Paltrow,Jude Law,Angelina Jolie,Sky Captain and the World of Tomorrow,2004,106,40000000,6.5,12579,13.5,48.0,43.5,1,0,0,0,0,0,0
Slackers,1,0,Devon Sawa,Jason Schwartzman,James King,Slackers,2002,86,11000000,4.7,2755,23.5,58.0,13.5,0,0,1,0,0,0,0
Slam,1,0,Saul Williams,Sonja Sohn,Bonz Malone,Slam,1998,100,1000000,7.1,569,13.5,28.0,63.5,0,0,0,1,0,0,0
Sleepers,1,0,Kevin Bacon,Robert De Niro,Dustin Hoffman,Sleepers,1996,147,44000000,7,17896,13.5,48.0,53.5,0,0,0,1,0,0,0
The Sleeping Dictionary,1,0,Hugh Dancy,Jessica Alba,Brenda Blethyn,Sleeping Dictionary The,2003,109,12000000,6.1,696,13.5,48.0,33.5,0,0,0,1,0,1,0
Sleepless in Seattle,1,0,Tom Hanks,Meg Ryan,Bill Pullman,Sleepless in Seattle,1993,105,21000000,6.7,19224,13.5,48.0,33.5,0,0,1,1,0,1,0
Sleepover,1,0,Alexa Vega,Mika Boorem,Scout Taylor-Compton,Sleepover,2004,89,10000000,4.1,733,33.5,28.0,23.5,0,0,1,0,0,0,0
Sleepy Hollow,1,0,Johnny Depp,Christina Ricci,Miranda Richardson,Sleepy Hollow,1999,105,65000000,7.4,38857,13.5,48.0,53.5,0,0,0,0,0,0,0
Slums of Beverly Hills,1,0,Natasha Lyonne,Alan Arkin,Marisa Tomei,Slums of Beverly Hills,1998,92,5000000,6.4,2914,13.5,48.0,33.5,0,0,1,1,0,0,0
Small Soldiers,1,0,Kirsten Dunst,Gregory Smith,Jay Mohr,Small Soldiers,1998,110,40000000,5.8,6938,13.5,68.0,23.5,1,0,1,0,0,0,0
Small Time Crooks,1,0,Woody Allen,Tracey Ullman,Hugh Grant,Small Time Crooks,2000,94,18000000,6.5,6218,13.5,68.0,23.5,0,0,1,0,0,1,0
A Smile Like Yours,1,0,Greg Kinnear,Lauren Holly,Joan Cusack,Smile Like Yours A,1997,98,18000000,4.5,348,23.5,58.0,13.5,0,0,1,0,0,1,0
Smilla's Sense of Snow,1,0,Julia Ormond,Gabriel Byrne,Richard Harris,Smillas Sense of Snow,1997,120,35000000,6.3,3722,13.5,48.0,23.5,1,0,0,1,0,0,0
Smoke,1,0,William Hurt,Harvey Keitel,Forest Whitaker,Smoke,1995,112,7000000,7.4,8111,13.5,28.0,53.5,0,0,1,1,0,0,0
Smoke Signals,1,0,Adam Beach,Evan Adams,Irene Bedard,Smoke Signals,1998,88,2000000,7.2,2665,13.5,28.0,63.5,0,0,1,1,0,0,0
Snake Eyes,1,0,Nicolas Cage,Gary Sinise,John Heard,Snake Eyes,1998,98,73000000,5.7,12091,13.5,68.0,23.5,0,0,0,0,0,0,0
Snatch,1,0,Benicio Del Toro,Dennis Farina,Vinnie Jones,Snatch,2000,102,10000000,7.9,44785,13.5,28.0,73.5,0,0,1,0,0,0,0
Monument Ave. (Snitch),1,0,Denis Leary,Jason Barry,Billy Crudup,Snitch,1998,90,11000000,6.2,412,13.5,48.0,43.5,1,0,0,1,0,0,0
Snow Day,1,0,Chris Elliott,Mark Webber,Jean Smart,Snow Day,2000,89,13000000,4.6,1645,33.5,48.0,13.5,0,0,1,0,0,1,0
Snow Dogs,1,0,Cuba Gooding Jr.,James Coburn,Sisqo,Snow Dogs,2002,99,35000000,5.1,2379,13.5,68.0,13.5,0,0,1,0,0,0,0
Snow Falling on Cedars,1,0,Ethan Hawke,James Cromwell,Richard Jenkins,Snow Falling on Cedars,1999,127,36000000,6.7,4536,13.5,48.0,53.5,0,0,0,1,0,0,0
Sol Goode,1,0,Balthazar Getty,Katharine Towne,Jason Bateman,Sol Goode,2001,99,3000000,5.4,291,13.5,38.0,23.5,0,0,1,0,0,0,0
Solar Crisis (Crisis 2050),1,0,Tim Matheson,Charlton Heston,Peter Boyle,Solar Crisis,1990,112,55000000,3.9,377,43.5,38.0,13.5,0,0,0,0,0,0,0
Solaris,1,0,George Clooney,Natascha McElhone,Jeremy Davies,Solaris,2002,99,47000000,6.3,11808,13.5,38.0,33.5,0,0,0,1,0,1,0
Soldier,1,0,Kurt Russell,Jason Scott Lee,Connie Nielsen,Soldier,1998,98,75000000,5.2,5590,13.5,48.0,23.5,1,0,0,0,0,0,0
Solitaire for 2,1,0,Amanda Pays,Mark Frankel,Roshan Seth,Solitaire for 2,1995,106,1500000,4.8,122,13.5,38.0,43.5,0,0,1,0,0,1,0
Someone Like You,1,0,Ashley Judd,Greg Kinnear,Hugh Jackman,Someone Like You,2001,97,23000000,5.7,4249,13.5,68.0,23.5,0,0,1,0,0,1,0
Something Wicked This Way Comes,1,0,Jason Robards,Jonathan Pryce,Diane Ladd,Something Wicked This Way Comes,1983,95,19000000,6.5,1302,13.5,58.0,33.5,0,0,0,0,0,0,0
Sometimes They Come Back... Again,1,0,Alexis Arquette,Hilary Swank,Michael Gross,Sometimes They Come Back Again,1996,98,3000000,2.9,630,63.5,18.0,13.5,0,0,0,0,0,0,0
Sometimes They Come Back for More,1,0,Clayton Rohner,Faith Ford,Damian Chapa,Sometimes They Come Back for More,1999,89,2000000,2.8,321,53.5,28.0,13.5,0,0,0,0,0,0,0
Somewhere in Time,1,0,Christopher Reeve,Jane Seymour,Christopher Plummer,Somewhere in Time,1980,103,5100000,6.8,3837,13.5,38.0,63.5,0,0,0,1,0,1,0
Son of the Mask,1,0,Jamie Kennedy,Alan Cumming,Liam Falconer,Son of the Mask,2005,94,74000000,1.9,1785,83.5,18.0,13.5,1,0,1,0,0,0,0
Songcatcher,1,0,Janet McTeer,Aidan Quinn,Pat Carroll,Songcatcher,2000,109,1800000,7.2,927,13.5,28.0,53.5,0,0,0,1,0,0,0
Sorority Boys,1,0,Heather Matarazzo,Harland Williams,Yvonne Scio,Sorority Boys,2002,93,12000000,5.1,2398,13.5,48.0,13.5,0,0,1,0,0,0,0
Soul Assassin,1,0,Derek de Lint,Kristy Swanson,Skeet Ulrich,Soul Assassin,2001,96,7000000,4,376,23.5,28.0,33.5,1,0,0,0,0,0,0
Soul Food,1,0,Vanessa L. Williams,Vivica A. Fox,Nia Long,Soul Food,1997,114,7500000,6.5,1166,13.5,48.0,43.5,0,0,1,1,0,0,0
Soul Plane,1,0,Kevin Hart,Tom Arnold,Method Man,Soul Plane,2004,92,16000000,3.2,2361,43.5,18.0,23.5,0,0,1,0,0,0,0
"South Park: Bigger, Longer and Uncut",1,0,Trey Parker,Matt Stone,Mary Kay Bergman,South Park Bigger Longer  Uncut,1999,81,21000000,7.6,33188,13.5,28.0,63.5,0,1,1,0,0,0,0
Space Cowboys,1,0,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,Space Cowboys,2000,130,65000000,6.4,11887,13.5,68.0,23.5,0,0,0,1,0,0,0
Space Jam,1,0,Michael Jordan,Charles Barkley,Wayne Knight,Space Jam,1996,87,80000000,5.2,7995,13.5,68.0,13.5,0,1,1,0,0,0,0
Space Truckers,1,0,Dennis Hopper,Stephen Dorff,Debi Mazar,Space Truckers,1996,95,25000000,4.5,1460,33.5,58.0,13.5,0,0,1,0,0,0,0
Spaceballs,1,0,Mel Brooks,John Candy,Rick Moranis,Spaceballs,1987,96,22700000,6.7,20054,13.5,48.0,43.5,0,0,1,0,0,0,0
Spaced Invaders,1,0,Douglas Barr,Royal Dano,Ariana Richards,Spaced Invaders,1990,100,3000000,4.5,612,23.5,38.0,23.5,0,0,1,0,0,0,0
Spacehunter: Adventures in the Forbidden Zone,1,0,Peter Strauss,Molly Ringwald,Ernie Hudson,Spacehunter Adventures in the Forbidden Zone,1983,90,14400000,4.2,706,33.5,48.0,13.5,0,0,0,0,0,0,0
Spanglish,1,0,Adam Sandler,Tea Leoni,Paz Vega,Spanglish,2004,130,80000000,6.7,4698,13.5,48.0,53.5,0,0,1,1,0,1,0
Spanish Judges,1,0,Vincent D'Onofrio,Valeria Golino,Sam Hiona,Spanish Judges,1999,98,3500000,4.8,178,13.5,58.0,33.5,0,0,0,1,0,0,0
Spawn,1,0,John Leguizamo,Michael Jai White,Martin Sheen,Spawn,1997,98,40000000,4.6,7523,33.5,58.0,13.5,1,0,0,0,0,0,0
The Specialist,1,0,Sylvester Stallone,Sharon Stone,James Woods,Specialist The,1994,110,45000000,4.7,6602,23.5,68.0,13.5,1,0,0,1,0,0,0
Species,1,0,Ben Kingsley,Michael Madsen,Alfred Molina,Species,1995,108,35000000,5.4,8963,13.5,68.0,13.5,1,0,0,1,0,0,0
Speed,1,0,Keanu Reeves,Dennis Hopper,Sandra Bullock,Speed,1994,116,28000000,7.1,32979,13.5,48.0,43.5,1,0,0,0,0,0,0
Speed 2 - Cruise Control,1,0,Sandra Bullock,Jason Patric,Willem Dafoe,Speed 2 Cruise Control,1997,121,110000000,3.3,13268,53.5,38.0,13.5,1,0,0,0,0,1,0
Speedway Junky,1,0,Jesse Bradford,Jordan Brower,Jonathan Taylor Thomas,Speedway Junky,1999,105,1000000,5.3,469,13.5,48.0,43.5,0,0,0,1,0,0,0
Sphere,1,0,Dustin Hoffman,Sharon Stone,Samuel L. Jackson,Sphere,1998,134,80000000,5.3,12990,13.5,68.0,13.5,0,0,0,0,0,0,0
Sphinx,1,0,Lesley-Anne Down,Frank Langella,Maurice Ronet,Sphinx,1981,118,14000000,4.5,204,23.5,58.0,23.5,0,0,0,0,0,0,0
Spice World,1,0,Melanie Brown,Spice Girls,Emma Bunton,Spice World,1997,93,25000000,3,7710,53.5,18.0,23.5,0,0,1,0,0,0,0
Spider,1,0,Ralph Fiennes,Miranda Richardson,Gabriel Byrne,Spider,2002,94,8000000,6.8,5193,13.5,48.0,43.5,0,0,0,1,0,0,0
Spider-Man,1,0,Tobey Maguire,Willem Dafoe,Kirsten Dunst,SpiderMan,2002,121,139000000,7.4,63228,13.5,48.0,53.5,1,0,0,0,0,0,0
Spider-Man 2,1,0,Tobey Maguire,Kirsten Dunst,James Franco,SpiderMan 2,2004,127,200000000,7.9,40256,13.5,28.0,73.5,1,0,0,0,0,0,0
Spiders,1,0,Lana Parrilla,Josh Greene,David Carpenter,Spiders,2000,95,2000000,3.2,511,53.5,38.0,13.5,0,0,0,0,0,0,0
Spies Like Us,1,0,Chevy Chase,Dan Aykroyd,Steve Forrest,Spies Like Us,1985,102,22000000,5.7,6434,13.5,68.0,23.5,0,0,1,0,0,0,0
Spirit - Stallion of the Cimarron,1,0,Matt Damon,James Cromwell,Daniel Studi,Spirit Stallion of the Cimarron,2002,86,80000000,6.4,2738,13.5,48.0,33.5,0,1,0,0,0,0,0
The Spitfire Grill,1,0,Alison Elliott,Ellen Burstyn,Marcia Gay Harden,Spitfire Grill The,1996,117,6000000,6.7,2245,13.5,28.0,53.5,0,0,0,1,0,0,0
Splash,1,0,Tom Hanks,Daryl Hannah,John Candy,Splash,1984,111,8000000,6.3,9428,13.5,68.0,23.5,0,0,1,0,0,1,0
Split Second,1,0,Rutger Hauer,Kim Cattrall,Neil Duncan,Split Second,1992,90,7000000,5.3,1120,13.5,48.0,33.5,1,0,0,0,0,0,0
The Spongebob Squarepants Movie,1,0,Tom Kenny,Bill Fagerbakke,Rodger Bumpass,SpongeBob SquarePants Movie The,2004,90,30000000,6.5,2672,13.5,48.0,43.5,0,1,1,0,0,0,0
Spooky House,1,0,Ben Kingsley,Mercedes Ruehl,Matt Weinberg,Spook,2003,93,1000000,8.3,7,0.0,24.5,63.5,0,0,0,0,0,0,0
Spring Fever,1,0,Susan Anton,Frank Converse,Jessica Walter,Spring Fever,1982,100,4300000,4.3,24,13.5,38.0,23.5,0,0,1,0,0,0,0
Spring Forward,1,0,Ned Beatty,Liev Schreiber,Campbell Scott,Spring Forward,1999,110,2000000,7.1,307,13.5,28.0,63.5,0,0,0,1,0,0,0
Spun,1,0,Jason Schwartzman,John Leguizamo,Mena Suvari,Spun,2002,106,2800000,6.2,3924,13.5,48.0,33.5,0,0,1,1,0,0,0
Spy Game,1,0,Robert Redford,Brad Pitt,Catherine McCormack,Spy Game,2001,126,92000000,7,16736,13.5,48.0,43.5,1,0,0,1,0,0,0
Spy Hard,1,0,Leslie Nielsen,Nicollette Sheridan,Charles Durning,Spy Hard,1996,81,18000000,4.5,4686,23.5,58.0,13.5,1,0,1,0,0,0,0
Spy Kids,1,0,Antonio Banderas,Carla Gugino,Alexa Vega,Spy Kids,2001,88,35000000,6.2,7400,13.5,58.0,23.5,1,0,1,0,0,0,0
Spy Kids 2: The Island of Lost Dreams,1,0,Antonio Banderas,Carla Gugino,Alexa Vega,Spy Kids 2 Island of Lost Dreams,2002,99,39000000,5.8,3175,13.5,68.0,23.5,1,0,1,0,0,0,0
Spy Kids 3-D - Game Over,1,0,Antonio Banderas,Carla Gugino,Alexa Vega,Spy Kids 3D Game Over,2003,84,39000000,4.7,2597,23.5,58.0,13.5,1,0,1,0,0,0,0
Stag,1,0,Andrew McCarthy,John Stockwell,Kevin Dillon,Stag,1997,91,3000000,5.5,305,13.5,48.0,23.5,1,0,0,1,0,0,0
Stand by Me,1,0,Wil Wheaton,River Phoenix,Corey Feldman,Stand by Me,1986,89,8000000,8,30805,13.5,28.0,73.5,0,0,0,1,0,0,0
Star Kid,1,0,Joseph Mazzello,Joey Simmrin,Alex Daniels,Star Kid,1997,101,12000000,5,269,23.5,48.0,33.5,0,0,0,0,0,0,0
Star Trek III - The Search for Spock,1,0,William Shatner,Leonard Nimoy,DeForest Kelley,Star Trek III The Search for Spock,1984,105,17000000,6.2,9808,13.5,68.0,23.5,1,0,0,0,0,0,0
Star Trek IV - The Voyage Home,1,0,William Shatner,Leonard Nimoy,DeForest Kelley,Star Trek IV The Voyage Home,1986,136,25000000,7.1,11647,13.5,48.0,53.5,0,0,1,0,0,0,0
Star Trek V - The Final Frontier,1,0,William Shatner,Leonard Nimoy,DeForest Kelley,Star Trek V The Final Frontier,1989,107,27800000,4.8,9215,23.5,68.0,13.5,1,0,0,0,0,0,0
Star Trek VI - The Undiscovered Country,1,0,William Shatner,Leonard Nimoy,DeForest Kelley,Star Trek VI The Undiscovered Country,1991,113,30000000,6.9,10367,13.5,48.0,53.5,1,0,0,0,0,0,0
Star Trek - First Contact,1,0,Patrick Stewart,Jonathan Frakes,Brent Spiner,Star Trek First Contact,1996,106,45000000,7.3,25046,13.5,28.0,63.5,1,0,0,0,0,0,0
Star Trek Generations,1,0,Patrick Stewart,William Shatner,Malcolm McDowell,Star Trek Generations,1994,118,35000000,6.2,12651,13.5,68.0,23.5,1,0,0,1,0,0,0
Star Trek - Insurrection,1,0,Patrick Stewart,Jonathan Frakes,Brent Spiner,Star Trek Insurrection,1998,103,58000000,6.3,13395,13.5,58.0,23.5,1,0,0,1,0,1,0
Star Trek - Nemesis,1,0,Patrick Stewart,Brent Spiner,LeVar Burton,Star Trek Nemesis,2002,116,70000000,6.5,11785,13.5,48.0,33.5,1,0,0,1,0,0,0
Star Trek II - The Wrath of Khan,1,0,William Shatner,Leonard Nimoy,DeForest Kelley,Star Trek The Wrath of Khan,1982,116,11000000,7.6,16333,13.5,28.0,53.5,1,0,0,0,0,0,0
Star Wars: Episode I - The Phantom Menace,1,0,Ewan McGregor,Liam Neeson,Natalie Portman,Star Wars Episode I  The Phantom Menace,1999,133,115000000,6.4,84488,13.5,38.0,33.5,1,0,0,0,0,0,0
Star Wars: Episode II - Attack of the Clones 3D,1,0,Ewan McGregor,Natalie Portman,Hayden Christensen,Star Wars Episode II  Attack of the Clones,2002,120,120000000,7,63889,13.5,38.0,43.5,1,0,0,0,0,0,0
Star Wars: Episode V - The Empire Strikes Back,1,0,Mark Hamill,Harrison Ford,Carrie Fisher,Star Wars Episode V  The Empire Strikes Back,1980,129,18000000,8.8,103706,13.5,18.0,83.5,1,0,0,0,0,0,0
Star Wars: Episode VI - Return of the Jedi,1,0,Mark Hamill,Harrison Ford,Carrie Fisher,Star Wars Episode VI  Return of the Jedi,1983,135,32500000,8.1,82471,13.5,28.0,73.5,1,0,0,0,0,0,0
Stardust Memories,1,0,Woody Allen,Charlotte Rampling,Marie-Christine Barrault,Stardust Memories,1980,91,10000000,6.8,2148,13.5,48.0,43.5,0,0,1,1,0,0,0
Stargate,1,0,Kurt Russell,James Spader,Jaye Davidson,Stargate,1994,130,55000000,6.4,17520,13.5,48.0,23.5,1,0,0,0,0,0,0
Stark Raving Mad,1,0,Seann William Scott,Lou Diamond Phillips,Adam Arkin,Stark Raving Mad,2002,102,5000000,6.2,601,13.5,48.0,33.5,0,0,1,0,0,0,0
Starkweather,1,0,Brent Taylor,Shannon Lucio,Al Sapienza,Starkweather,2004,92,1000000,4.6,89,23.5,38.0,33.5,0,0,0,1,0,0,0
Starman,1,0,Jeff Bridges,Karen Allen,Charles Martin Smith,Starman,1984,115,24000000,6.8,5541,13.5,48.0,33.5,0,0,0,1,0,1,0
Starship Troopers,1,0,Casper Van Dien,Dina Meyer,Denise Richards,Starship Troopers,1997,129,95000000,6.7,32618,13.5,38.0,53.5,1,0,0,0,0,0,0
