RT_title,cast1,cast2,cast3,length,budget,imdb_rating,imdb_votes,rlow,rmed,rhigh,Action,Animation,Comedy,Drama,Documentary,Romance,RT_aud_score,RT_crit_score,RT_year,num_month,num_day,num_year,num_gross,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
Stolen Summer,Aidan Quinn,Bonnie Hunt,Kevin Pollak,91,1500000,6.2,801,13.5,48.0,33.5,0,0,0,1,0,0,70,34,2002,3,22,2002,119841,1,0,0,4
The Story of Us,Bruce Willis,Michelle Pfeiffer,Tim Matheson,95,50000000,5.6,4953,13.5,58.0,23.5,0,0,1,1,0,1,59,28,1999,10,15,1999,27100030,0,1,0,4
The Straight Story,Richard Farnsworth,Sissy Spacek,Harry Dean Stanton,112,10000000,8.1,14679,13.5,28.0,73.5,0,0,0,1,0,0,91,96,1999,10,15,1999,6197866,1,0,0,4
Stripes,Bill Murray,Harold Ramis,Warren Oates,106,10000000,6.8,7406,13.5,48.0,33.5,0,0,1,0,0,0,80,88,1981,6,26,1981,85300000,0,1,0,4
Striptease,Demi Moore,Burt Reynolds,Armand Assante,117,50000000,3.8,7998,43.5,48.0,13.5,0,0,1,1,0,0,24,11,1996,6,28,1996,33109743,0,1,0,4
Stuart Little,Michael J. Fox,Gene Wilder,Hugh Laurie,81,104000000,6.0,8009,13.5,68.0,23.5,0,0,1,0,0,0,41,66,1999,12,17,1999,140015224,1,0,0,4
Stuart Little 2,Michael J. Fox,Geena Davis,Hugh Laurie,82,120000000,5.9,2324,13.5,68.0,23.5,0,0,1,0,0,0,40,81,2002,7,19,2002,64956806,1,0,0,4
The Sum of All Fears,Ben Affleck,Morgan Freeman,James Cromwell,123,68000000,6.6,15835,13.5,48.0,23.5,1,0,0,1,0,0,50,59,2002,5,31,2002,118471320,1,0,1,4
Summer Catch,Freddie Prinze Jr.,Jessica Biel,Fred Ward,105,17000000,4.5,2581,23.5,58.0,13.5,0,0,1,0,0,1,42,8,2001,8,24,2001,19693891,1,0,0,4
Summer of Sam,John Leguizamo,Adrien Brody,Mira Sorvino,142,22000000,6.5,8151,13.5,48.0,23.5,0,0,0,1,0,1,60,50,1999,7,2,1999,19288130,0,1,1,4
Sunshine State,Edie Falco,Angela Bassett,Jane Alexander,141,5600000,7.0,1481,13.5,48.0,43.5,0,0,0,1,0,0,56,80,2002,6,21,2002,3064356,1,0,0,4
The Super Mario Bros.,Bob Hoskins,John Leguizamo,Dennis Hopper,104,42000000,3.6,5376,43.5,38.0,23.5,1,0,1,0,0,0,29,16,1993,5,28,1993,20844907,1,0,0,4
Super Troopers,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,100,3000000,6.3,7728,13.5,38.0,53.5,0,0,1,0,0,0,90,35,2002,2,15,2002,18492362,0,1,0,4
Superman II,Christopher Reeve,Gene Hackman,Margot Kidder,127,54000000,6.5,10085,13.5,58.0,23.5,1,0,0,0,0,0,75,89,1981,6,19,1981,108185706,1,0,1,4
Superstar,Molly Shannon,Will Ferrell,Elaine Hendrix,81,14000000,4.5,2880,23.5,58.0,13.5,0,0,1,0,0,0,61,32,1999,10,8,1999,30628981,1,0,0,4
Suspect Zero,Aaron Eckhart,Ben Kingsley,Carrie-Anne Moss,99,27000000,5.7,1310,13.5,58.0,23.5,0,0,0,1,0,0,39,18,2004,8,27,2004,8712564,0,1,0,4
Sweet Home Alabama,Reese Witherspoon,Josh Lucas,Patrick Dempsey,108,38000000,5.8,9943,13.5,68.0,23.5,0,0,1,1,0,1,79,38,2002,9,27,2002,127214072,1,0,0,4
Sweet November,Keanu Reeves,Charlize Theron,Jason Isaacs,115,40000000,5.5,5458,13.5,48.0,23.5,0,0,1,1,0,1,77,16,2001,2,16,2001,25288103,1,0,0,4
The Sweetest Thing,Cameron Diaz,Christina Applegate,Selma Blair,90,43000000,4.7,8284,33.5,58.0,13.5,0,0,1,0,0,1,66,26,2002,4,12,2002,24430272,0,1,0,4
Swept Away,Madonna,Adriano Giannini,Jeanne Tripplehorn,89,10000000,3.8,2113,53.5,18.0,23.5,0,0,1,0,0,1,27,5,2002,10,11,2002,598645,0,1,0,4
Swimfan,Jesse Bradford,Erika Christensen,Shiri Appleby,85,9250000,4.5,3863,33.5,48.0,13.5,0,0,0,1,0,0,32,14,2002,9,6,2002,28564995,1,0,0,4
Switchback,Dennis Quaid,Danny Glover,Jared Leto,118,38000000,6.1,2195,13.5,68.0,23.5,1,0,0,0,0,0,48,32,1997,10,31,1997,6504442,0,1,0,4
Swordfish,John Travolta,Hugh Jackman,Halle Berry,99,80000000,6.2,20455,13.5,58.0,23.5,1,0,0,0,0,0,61,26,2001,6,8,2001,69772969,0,1,0,4
The Tailor of Panama,Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis,109,18000000,6.1,5997,13.5,68.0,23.5,0,0,1,1,0,0,46,77,2001,3,30,2001,13491653,0,1,0,4
The Talented Mr. Ripley,Matt Damon,Gwyneth Paltrow,Jude Law,139,40000000,7.0,25974,13.5,48.0,43.5,0,0,0,1,0,0,80,83,1999,12,24,1999,81292135,0,1,1,4
Tales from the Hood,Clarence Williams III,Corbin Bernsen,Joe Torry,98,6000000,5.1,548,13.5,58.0,33.5,1,0,0,0,0,0,69,38,1995,5,24,1995,11784569,0,1,0,2
Talk Radio,Eric Bogosian,Alec Baldwin,Ellen Greene,110,4000000,6.9,2080,13.5,48.0,53.5,0,0,0,1,0,0,80,80,1988,12,1,1988,3468572,0,1,0,3
Tango & Cash,Sylvester Stallone,Kurt Russell,Teri Hatcher,104,55000000,5.4,7657,13.5,68.0,13.5,1,0,1,0,0,0,52,39,1989,12,22,1989,63408614,0,1,0,4
Tank Girl,Lori Petty,Malcolm McDowell,Ice-T,104,25000000,4.6,4400,13.5,48.0,33.5,1,0,1,0,0,0,64,39,1995,3,1,1995,4064333,0,1,0,2
Tarzan,Brian Blessed,Glenn Close,Minnie Driver,88,147500000,7.1,10672,13.5,48.0,53.5,0,1,0,0,0,0,73,88,1999,6,16,1999,171091819,1,0,0,2
Tea With Mussolini,Cher,Judi Dench,Joan Plowright,117,13000000,6.7,2711,13.5,48.0,53.5,0,0,1,1,0,0,77,65,1999,5,14,1999,14395874,1,0,0,4
Team America - World Police,Trey Parker,Matt Stone,Kristen Miller,98,25000000,7.3,13104,13.5,28.0,63.5,1,0,1,0,0,0,80,77,2004,10,15,2004,32774834,0,1,0,4
Tears of the Sun,Bruce Willis,Monica Bellucci,Cole Hauser,121,72500000,6.2,8690,13.5,58.0,23.5,1,0,0,1,0,0,70,33,2003,3,7,2003,43632458,0,1,0,4
Teen Wolf Too,Jason Bateman,Kim Darby,John Astin,95,3000000,2.7,2209,73.5,28.0,13.5,0,0,1,0,0,0,20,14,1987,11,20,1987,7888000,1,0,0,4
Teenage Mutant Ninja Turtles: The Movie,Judith Hoag,Elias Koteas,Ray Serra,93,13500000,5.5,6946,13.5,48.0,33.5,1,0,0,0,0,0,81,44,1990,3,30,1990,135265915,1,0,0,4
Teenage Mutant Ninja Turtles II - The Secret of the Ooze,Paige Turco,David Warner,Ernie Reyes Jr.,88,25000000,4.6,3429,13.5,58.0,13.5,1,0,0,0,0,0,68,36,1991,3,22,1991,78656813,1,0,0,4
The Terminal,Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,128,67500000,7.1,15809,13.5,48.0,53.5,0,0,1,1,0,1,74,60,2004,6,18,2004,77073959,1,0,0,4
Terminator 2: Judgment Day,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,154,100000000,8.2,77614,13.5,28.0,73.5,1,0,0,1,0,0,94,92,1991,7,2,1991,204859496,0,1,1,1
Terminator 3 - Rise of the Machines,Arnold Schwarzenegger,Nick Stahl,Claire Danes,109,172500000,6.9,32111,13.5,48.0,43.5,1,0,0,0,0,0,47,70,2003,7,1,2003,150358296,0,1,0,1
The Terminator,Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,108,6400000,7.9,59772,13.5,38.0,53.5,1,0,0,1,0,1,88,100,1984,10,26,1984,38019031,0,1,0,4
Terror Train,Ben Johnson,Jamie Lee Curtis,Hart Bochner,97,3500000,5.2,567,13.5,58.0,13.5,0,0,0,0,0,0,39,36,1980,1,1,1980,8000000,0,1,1,1
The Texas Chainsaw Massacre 2,Dennis Hopper,Caroline Williams,Bill Johnson,111,4700000,4.6,2107,23.5,48.0,23.5,0,0,0,0,0,0,45,42,1986,8,22,1986,8025872,0,1,0,4
The Texas Chainsaw Massacre,Jessica Biel,Jonathan Tucker,Erica Leerhsen,98,9100000,5.9,9587,13.5,48.0,33.5,1,0,0,0,0,0,58,36,2003,10,17,2003,80571655,0,1,0,4
Texas Rangers,James Van Der Beek,Dylan McDermott,Usher Raymond,86,38000000,5.1,945,23.5,58.0,13.5,0,0,0,1,0,0,30,2,2000,11,30,2001,623374,1,0,0,4
That Thing You Do!,Tom Everett Scott,Liv Tyler,Johnathon Schaech,108,2500000,6.6,11701,13.5,48.0,33.5,0,0,1,1,0,0,78,93,1996,10,4,1996,25857416,1,0,0,4
There's Something About Mary,Ben Stiller,Cameron Diaz,Matt Dillon,134,22500000,7.2,46343,13.5,48.0,53.5,0,0,1,0,0,1,60,83,1998,7,15,1998,176484651,0,1,0,2
They Live,Roddy Piper,Keith David,Meg Foster,93,4000000,6.5,5131,13.5,48.0,33.5,1,0,0,0,0,0,79,83,1988,11,4,1988,13000000,0,1,0,4
A Thin Line Between Love and Hate,Martin Lawrence,Lynn Whitfield,Regina King,108,8000000,4.4,458,33.5,58.0,13.5,0,0,1,0,0,1,78,12,1996,4,3,1996,34873513,0,1,0,2
Things to Do in Denver When You're Dead,Andy Garcia,Christopher Lloyd,William Forsythe,115,11500000,6.6,5703,13.5,48.0,53.5,0,0,0,1,0,1,74,33,1995,12,1,1995,529766,0,1,0,4
Thirteen Ghosts (13 Ghosts),Tony Shalhoub,Embeth Davidtz,Matthew Lillard,87,19500000,5.1,8292,13.5,58.0,13.5,0,0,1,0,0,0,49,14,2001,10,26,2001,41867960,0,1,0,4
Thirteen,Holly Hunter,Evan Rachel Wood,Nikki Reed,100,1750000,7.1,8652,13.5,48.0,53.5,0,0,0,1,0,0,77,81,2002,8,20,2003,4601043,0,1,0,2
13 Conversations About One Thing,Matthew McConaughey,John Turturro,Alan Arkin,104,3000000,7.2,2883,13.5,48.0,53.5,0,0,0,1,0,0,71,82,2002,5,24,2002,3287435,0,1,0,4
Thirteen Days,Kevin Costner,Bruce Greenwood,Steven Culp,145,80000000,7.4,10926,13.5,48.0,53.5,0,0,0,1,0,0,80,83,2000,12,22,2000,34566746,1,0,0,4
The Thomas Crown Affair,Pierce Brosnan,Rene Russo,Denis Leary,113,48000000,6.7,17220,13.5,48.0,33.5,0,0,1,0,0,1,78,67,1999,8,6,1999,69304264,0,1,0,4
Three Kings,George Clooney,Mark Wahlberg,Ice Cube,114,48000000,7.3,31503,13.5,48.0,53.5,1,0,1,1,0,0,77,94,1999,10,1,1999,60652036,0,1,0,4
Three to Tango,Matthew Perry,Neve Campbell,Dylan McDermott,98,20000000,6.0,5719,13.5,58.0,23.5,0,0,1,0,0,1,48,28,1999,10,22,1999,10570375,1,0,0,4
Thunderbirds,Bill Paxton,Anthony Edwards,Sophia Myles,95,56000000,4.4,1419,23.5,58.0,23.5,1,0,1,0,0,0,36,19,2004,7,30,2004,6768055,1,0,0,4
The Tigger Movie,Jim Cummings,Nikita Hopkins,Ken Sansom,77,20000000,6.1,1376,13.5,68.0,23.5,0,1,1,0,0,0,62,62,2000,2,11,2000,45542421,1,0,0,4
Time Bandits,John Cleese,Sean Connery,Shelley Duvall,110,8500000,6.9,9434,13.5,48.0,53.5,0,0,1,0,0,0,77,92,1981,11,6,1981,37400000,1,0,0,4
The Time Machine,Guy Pearce,Samantha Mumba,Mark Addy,96,80000000,5.5,12424,13.5,68.0,13.5,1,0,0,0,0,0,38,29,2002,3,8,2002,56684819,1,0,0,4
A Time to Kill,Matthew McConaughey,Samuel L. Jackson,Sandra Bullock,149,40000000,6.9,15577,13.5,48.0,53.5,0,0,0,1,0,0,86,67,1996,7,24,1996,108766007,0,1,0,2
Timeline,Paul Walker,Frances O'Connor,Gerard Butler,116,80000000,5.2,5803,13.5,68.0,13.5,0,0,0,0,0,0,46,12,2003,11,26,2003,19480739,1,0,1,2
Tin Cup,Kevin Costner,Rene Russo,Cheech Marin,135,45000000,6.2,7521,13.5,68.0,23.5,0,0,1,1,0,1,65,69,1996,8,16,1996,53854588,0,1,0,4
Titan A.E.,Matt Damon,Drew Barrymore,Bill Pullman,94,75000000,6.4,9373,13.5,58.0,23.5,1,1,0,0,0,0,61,52,2000,6,16,2000,22751979,1,0,0,4
Titanic,Leonardo DiCaprio,Kate Winslet,Billy Zane,194,200000000,6.9,90195,23.5,28.0,53.5,0,0,0,1,0,1,69,88,1997,12,19,1997,658672302,1,0,0,4
To Die For,Nicole Kidman,Matt Dillon,Joaquin Phoenix,110,20000000,6.7,7737,13.5,48.0,33.5,0,0,1,1,0,0,64,87,1995,9,27,1995,21284514,0,1,0,2
Tomcats,Jerry O'Connell,Shannon Elizabeth,Jake Busey,95,11000000,4.7,3717,23.5,58.0,13.5,0,0,1,0,0,0,43,15,2001,3,30,2001,13558739,0,1,0,4
Tomorrow Never Dies,Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,119,110000000,6.4,19397,13.5,68.0,23.5,1,0,0,0,0,0,54,57,1997,12,19,1997,125304276,1,0,0,4
Top Gun,Tom Cruise,Kelly McGillis,Val Kilmer,110,15000000,6.5,32410,13.5,48.0,33.5,1,0,0,1,0,1,84,55,1986,5,16,1986,179800601,1,0,0,4
Torque,Martin Henderson,Ice Cube,Monet Mazur,81,40000000,3.2,4050,53.5,18.0,13.5,1,0,0,0,0,0,41,23,2004,1,16,2004,21176322,1,0,0,4
Total Recall,Arnold Schwarzenegger,Rachel Ticotin,Sharon Stone,113,65000000,7.2,26486,13.5,48.0,43.5,1,0,0,0,0,0,77,84,1990,6,1,1990,119394839,0,1,0,4
Town & Country,Warren Beatty,Diane Keaton,Andie MacDowell,104,97500000,4.5,1434,23.5,48.0,13.5,0,0,1,0,0,0,15,13,2001,4,27,2001,6712451,0,1,0,4
Toy Story,Tom Hanks,Tim Allen,Don Rickles,81,30000000,7.9,46019,13.5,28.0,63.5,0,1,1,0,0,0,92,100,1995,11,22,1995,191780865,1,0,1,2
Toy Story 2,Tom Hanks,Tim Allen,Joan Cusack,92,90000000,8.1,40941,13.5,28.0,73.5,0,1,1,0,0,0,85,100,1999,11,19,1999,245852179,1,0,0,4
Traffic,Michael Douglas,Don Cheadle,Benicio Del Toro,147,48000000,7.8,41268,13.5,28.0,63.5,0,0,0,1,0,0,85,92,2000,12,27,2000,124107476,0,1,1,2
Training Day,Denzel Washington,Ethan Hawke,Scott Glenn,120,45000000,7.3,22776,13.5,48.0,53.5,0,0,0,1,0,0,89,72,2001,10,5,2001,76261036,0,1,0,4
Trainspotting,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,94,3300000,8.0,51887,13.5,28.0,73.5,0,0,0,1,0,0,94,89,1996,7,19,1996,16501785,0,1,0,4
Trance (The Eternal: Kiss of the Mummy),Alison Elliott,Jared Harris,Christopher Walken,94,10000000,3.9,392,43.5,38.0,13.5,0,0,0,0,0,0,20,33,1998,12,31,1998,0,0,1,1,3
Trapped,Henry Silva,Nicholas Campbell,Barbara Gordon,95,16000000,4.7,17,14.5,73.5,23.5,0,0,0,0,0,0,49,18,2002,9,20,2002,6916869,0,1,0,4
Trapped,Charlize Theron,Courtney Love,Stuart Townsend,106,30000000,6.0,3718,13.5,68.0,23.5,0,0,0,0,0,0,49,18,2002,9,20,2002,6916869,0,1,0,4
Treasure Planet,Joseph Gordon-Levitt,Brian Murray,David Hyde Pierce,95,120000000,6.6,3724,13.5,48.0,23.5,0,1,0,1,0,0,69,68,2002,11,27,2002,38120554,1,0,1,2
Trees Lounge,Steve Buscemi,Mark Boone Jr.,Chloe Sevigny,95,1300000,7.1,3155,13.5,48.0,53.5,0,0,1,1,0,0,79,81,1996,10,11,1996,749741,0,1,0,4
Tremors,Kevin Bacon,Fred Ward,Finn Carter,96,10000000,6.9,9657,13.5,48.0,53.5,0,0,1,0,0,0,74,88,1990,1,19,1990,16667084,0,1,0,4
The Triplets of Belleville,Jean-Claude Donda,Michel Robin,Monica Vegas,78,5000000,7.7,6618,13.5,28.0,73.5,0,1,1,0,0,0,90,94,2003,11,26,2003,7301288,1,0,1,2
TRON,Jeff Bridges,Bruce Boxleitner,David Warner,96,17000000,6.4,9084,13.5,48.0,33.5,1,0,0,0,0,0,70,71,1982,7,9,1982,26918576,1,0,0,4
Troy,Brad Pitt,Eric Bana,Orlando Bloom,162,167500000,7.1,33979,13.5,38.0,43.5,1,0,0,1,0,1,74,54,2004,5,14,2004,133298577,0,1,0,4
True Lies,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,141,100000000,7.0,31011,13.5,48.0,43.5,1,0,1,0,0,1,76,72,1994,7,15,1994,146282411,0,1,0,4
True Romance,Christian Slater,Patricia Arquette,Dennis Hopper,121,12500000,7.7,25896,13.5,28.0,63.5,1,0,0,1,0,1,93,92,1993,9,10,1993,12281000,0,1,0,4
The Truman Show,Jim Carrey,Laura Linney,Ed Harris,103,60000000,7.7,62434,13.5,28.0,53.5,0,0,1,1,0,0,88,94,1998,6,5,1998,125618201,1,0,0,4
Tuck Everlasting,Alexis Bledel,William Hurt,Sissy Spacek,96,15000000,6.5,2055,13.5,48.0,33.5,0,0,0,1,0,1,71,61,2002,10,11,2002,19161999,1,0,0,4
The Tuxedo,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,98,60000000,5.1,6070,13.5,68.0,13.5,1,0,1,0,0,0,30,22,2002,9,27,2002,50586000,1,0,0,4
Twelve Monkeys (12 Monkeys),Bruce Willis,Madeleine Stowe,Brad Pitt,129,29000000,7.9,62301,13.5,28.0,63.5,0,0,0,1,0,0,88,88,1995,12,27,1995,57141459,0,1,1,2
Twilight Zone: The Movie,Dan Aykroyd,Jeff Bannister,Patricia Barry,120,10000000,6.0,4458,13.5,68.0,13.5,0,0,0,0,0,0,55,65,1983,6,24,1983,29500000,1,0,0,4
Twins,Arnold Schwarzenegger,Danny DeVito,Kelly Preston,105,15000000,5.9,13213,13.5,68.0,23.5,0,0,1,0,0,0,38,36,1988,12,9,1988,111936388,1,0,0,4
Twister,Helen Hunt,Bill Paxton,Cary Elwes,113,90000000,5.9,28315,13.5,58.0,23.5,1,0,0,1,0,0,58,58,1996,5,10,1996,241888385,1,0,0,4
Two Can Play That Game,Vivica A. Fox,Lee Anthony,Morris Chestnut,93,9500000,5.8,843,13.5,48.0,33.5,0,0,1,0,0,1,85,43,2001,9,7,2001,22235901,0,1,0,4
Two Weeks Notice,Sandra Bullock,Hugh Grant,Alicia Witt,101,60000000,5.8,15010,13.5,68.0,23.5,0,0,1,0,0,1,60,42,2002,12,20,2002,93354918,1,0,0,4
U-571,Matthew McConaughey,Bill Paxton,Harvey Keitel,116,62000000,6.5,15792,13.5,48.0,33.5,1,0,0,1,0,0,61,68,2000,4,21,2000,77086030,1,0,0,4
UHF,Weird Al Yankovic,Michael Richards,Kevin McCarthy,97,5000000,6.6,6384,13.5,38.0,53.5,0,0,1,0,0,0,78,57,1989,7,21,1989,6157157,1,0,0,4
Ulee's Gold,Peter Fonda,Patricia Richardson,Jessica Biel,113,2700000,7.1,2368,13.5,48.0,43.5,0,0,0,1,0,0,75,94,1997,6,13,1997,9054736,0,1,0,4
Unbreakable,Bruce Willis,Samuel L. Jackson,Robin Wright,106,74121553,7.1,35842,13.5,48.0,53.5,0,0,0,1,0,0,77,68,2000,11,22,2000,94999143,1,0,1,2
Under Siege 2: Dark Territory,Steven Seagal,Eric Bogosian,Katherine Heigl,99,60000000,4.9,5551,13.5,58.0,13.5,1,0,0,1,0,0,39,34,1995,7,14,1995,50024083,0,1,0,4
Undercover Brother,Eddie Griffin,Chris Kattan,Aunjanue Ellis,85,25000000,6.0,5138,13.5,58.0,23.5,1,0,1,0,0,0,64,77,2002,5,31,2002,38230435,1,0,1,4
Undisputed,Ving Rhames,Wesley Snipes,Peter Falk,96,20000000,5.6,1769,13.5,58.0,13.5,1,0,0,1,0,0,48,48,2002,8,23,2002,12398628,0,1,0,4
Unfaithful,Richard Gere,Diane Lane,Olivier Martinez,125,50000000,6.6,8713,13.5,48.0,23.5,0,0,0,1,0,0,69,49,2002,5,8,2002,52752475,0,1,0,2
The Untouchables,Kevin Costner,Sean Connery,Charles Martin Smith,119,25000000,7.9,31587,13.5,28.0,73.5,0,0,0,1,0,0,89,80,1987,6,3,1987,76270454,0,1,0,2
Up Close & Personal,Robert Redford,Michelle Pfeiffer,Stockard Channing,124,60000000,5.7,3201,13.5,48.0,33.5,0,0,0,1,0,1,68,29,1996,3,1,1996,51045801,1,0,0,4
Urban Legend,Jared Leto,Alicia Witt,Rebecca Gayheart,99,14000000,5.1,8245,13.5,68.0,13.5,0,0,0,0,0,0,37,20,1998,9,25,1998,38116707,0,1,0,4
Urban Legends: Final Cut,Jennifer Morrison (II),Matthew Davis,Hart Bochner,97,15000000,3.8,3280,43.5,38.0,13.5,0,0,0,0,0,0,20,9,2000,9,22,2000,21468807,0,1,0,4
The Usual Suspects,Gabriel Byrne,Stephen Baldwin,Chazz Palminteri,106,6000000,8.7,103854,13.5,18.0,73.5,0,0,0,0,0,0,96,88,1995,8,16,1995,23341568,0,1,0,2
Valentine,David Boreanaz,Denise Richards,Marley Shelton,96,10000000,4.2,4779,33.5,48.0,13.5,0,0,0,0,0,0,33,8,2001,2,2,2001,20384136,0,1,0,4
Vampire in Brooklyn,Eddie Murphy,Angela Bassett,Allen Payne,100,14000000,4.4,2716,23.5,48.0,13.5,0,0,1,0,0,1,32,10,1995,10,27,1995,19637147,0,1,0,4
Vampires,James Woods,Daniel Baldwin,Sheryl Lee,106,20000000,5.6,7908,13.5,48.0,23.5,1,0,0,0,0,0,48,35,1998,10,30,1998,20268825,0,1,0,4
National Lampoon's Van Wilder (Party Liaison),Ryan Reynolds,Tara Reid,Tim Matheson,94,6000000,5.8,7799,13.5,58.0,33.5,0,0,1,0,0,0,74,18,2002,4,5,2002,21305259,0,1,0,4
Vanilla Sky,Tom Cruise,Penelope Cruz,Cameron Diaz,136,69000000,6.9,31250,13.5,38.0,53.5,0,0,0,1,0,1,73,40,2001,12,14,2001,100614858,0,1,0,4
Vanity Fair,Reese Witherspoon,Romola Garai,James Purefoy,141,23000000,6.1,2151,13.5,58.0,23.5,0,0,0,1,0,1,50,51,2004,9,1,2004,16123851,1,0,0,2
Varsity Blues,James Van Der Beek,Jon Voight,Paul Walker,100,16000000,6.0,7974,13.5,58.0,23.5,0,0,0,1,0,0,77,40,1999,1,15,1999,52894169,0,1,0,4
The Velocity of Gary,Salma Hayek,Vincent D'Onofrio,Thomas Jane,100,4000000,4.7,570,33.5,48.0,33.5,0,0,1,0,0,1,52,22,1998,7,16,1999,34145,0,1,0,4
Veronica Guerin,Cate Blanchett,Gerard McSorley,Ciaran Hinds,92,17000000,6.8,2688,13.5,58.0,33.5,0,0,0,1,0,0,71,53,2003,10,17,2003,1569918,0,1,0,4
Vertical Limit,Chris O'Donnell,Bill Paxton,Robin Tunney,124,75000000,5.6,10273,13.5,68.0,23.5,1,0,0,0,0,0,42,48,2000,12,8,2000,68473360,1,0,0,4
Videodrome,James Woods,Sonja Smits,Deborah Harry,89,5952000,7.0,4877,13.5,48.0,53.5,0,0,0,0,0,0,81,80,1983,2,4,1983,2120439,0,1,0,4
A View to a Kill,Roger Moore,Christopher Walken,Tanya Roberts,131,30000000,5.9,8478,13.5,68.0,23.5,1,0,0,0,0,0,42,36,1985,5,24,1985,50327960,1,0,0,4
The Village,Joaquin Phoenix,Bryce Dallas Howard,Adrien Brody,108,65841487,6.6,25729,13.5,38.0,43.5,0,0,0,1,0,0,57,43,2004,7,30,2004,114197520,1,0,0,4
The Red Violin (Le violon rouge),Samuel L. Jackson,Don McKellar,Carlo Cecchi,140,10000000,7.8,6995,13.5,28.0,73.5,0,0,0,1,0,1,92,73,1998,6,11,1999,10019109,0,1,0,4
The Virgin Suicides,Kirsten Dunst,James Woods,Kathleen Turner,90,6000000,7.2,17524,13.5,48.0,53.5,0,0,0,1,0,0,81,76,1999,4,21,2000,4859475,0,1,0,4
Virtuosity,Denzel Washington,Kelly Lynch,Russell Crowe,106,30000000,5.3,4183,13.5,68.0,13.5,1,0,0,0,0,0,33,33,1995,8,4,1995,23998226,0,1,0,4
Volcano,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,104,90000000,5.2,8627,13.5,58.0,13.5,1,0,0,1,0,0,32,44,1997,4,25,1997,47546796,1,0,0,4
Wag the Dog,Dustin Hoffman,Robert De Niro,Anne Heche,97,15000000,7.0,16434,13.5,48.0,43.5,0,0,1,0,0,0,77,85,1997,12,25,1997,43057470,0,1,1,3
Waiting for Guffman,Christopher Guest,Eugene Levy,Fred Willard,84,4000000,7.6,7337,13.5,28.0,63.5,0,0,1,0,0,0,91,91,1997,1,31,1997,2922988,0,1,0,4
Waking Ned Devine,Ian Bannen,David Kelly,Fionnula Flanagan,92,3000000,7.3,7232,13.5,48.0,53.5,0,0,1,0,0,0,89,83,1998,11,20,1998,24793251,1,0,0,4
A Walk on the Moon,Diane Lane,Liev Schreiber,Anna Paquin,105,14000000,6.6,1815,13.5,48.0,53.5,0,0,0,1,0,1,71,72,1999,3,26,1999,4741987,0,1,0,4
Walking Tall,"Dwayne ""The Rock"" Johnson",Johnny Knoxville,Neal McDonough,87,56000000,5.9,4839,13.5,68.0,23.5,1,0,0,1,0,0,61,25,2004,4,2,2004,46213824,1,0,0,4
Walking and Talking,Catherine Keener,Anne Heche,Todd Field,86,1000000,6.6,888,13.5,48.0,53.5,0,0,1,1,0,1,72,86,1996,7,17,1996,1287480,0,1,0,2
Wall Street,Michael Douglas,Charlie Sheen,Daryl Hannah,125,15750000,7.2,11269,13.5,48.0,43.5,0,0,0,1,0,0,81,78,1987,12,11,1987,43848100,0,1,0,4
WarGames (War Games),Matthew Broderick,Dabney Coleman,John Wood,114,12000000,6.9,11474,13.5,48.0,33.5,0,0,0,1,0,0,75,92,1983,6,3,1983,74433837,1,0,1,4
Warriors of Virtue,Angus Macfadyen,Mario Yedidia,Marley Shelton,101,35000000,3.6,389,33.5,48.0,23.5,1,0,0,0,0,0,45,18,1997,5,2,1997,6448817,1,0,0,4
The Wash,Dr. Dre,Snoop Dogg,George Wallace (II),93,4000000,3.7,902,43.5,38.0,13.5,0,0,1,0,0,0,66,8,2001,11,14,2001,10097096,0,1,0,2
The Watcher,James Spader,Marisa Tomei,Keanu Reeves,97,33000000,5.2,5774,13.5,78.0,13.5,0,0,0,0,0,0,29,10,2000,9,8,2000,28946615,0,1,0,4
The Waterboy,Adam Sandler,Kathy Bates,Henry Winkler,90,23000000,5.5,15539,13.5,48.0,23.5,0,0,1,0,0,0,72,35,1998,11,6,1998,161491646,1,0,0,4
Waterworld,Kevin Costner,Dennis Hopper,Jeanne Tripplehorn,176,175000000,5.4,19325,13.5,58.0,23.5,1,0,0,1,0,0,43,43,1995,7,28,1995,88246220,1,0,0,4
The Way of the Gun,Ryan Phillippe,Benicio Del Toro,James Caan,120,9000000,6.5,7750,13.5,48.0,53.5,0,0,0,0,0,0,71,48,2000,9,8,2000,6047856,0,1,0,4
We Were Soldiers,Mel Gibson,Madeleine Stowe,Greg Kinnear,143,72500000,7.1,14939,13.5,38.0,53.5,1,0,0,1,0,0,84,63,2002,3,1,2002,78120196,0,1,0,4
